Emotion,Suddenness,Goal_relevance,Conduciveness,Power,Urgency,Effort
Happiness,0.10728,0.46703,0.748,0.85106,0.16722,0.1422
Happiness,0.07522,0.56787,0.78155,0.08085,0.09017,0.24627
Happiness,0.01239,0.49688,0.98849,0.2018,0.01337,0.13357
Happiness,0.09821,0.5702,0.79766,0.1359,0.24283,0.18109
Happiness,0.12002,0.5364,0.99897,0.27693,0.14919,0.15975
Happiness,0.03343,0.60777,0.98153,0.81372,0.09854,0.12149
Happiness,0.11243,0.49897,0.87288,0.72965,0.06736,0.21545
Happiness,0.14903,0.52841,0.89415,0.7867,0.20232,0.09148
Happiness,0.05824,0.56141,0.93721,0.74234,0.06618,0.08373
Happiness,0.00542,0.4746,0.93665,0.01558,0.14339,0.29487
Happiness,0.19103,0.52258,0.96487,0.10905,0.06806,0.15619
Happiness,0.21292,0.46804,0.92588,0.7731,0.27035,0.24288
Happiness,0.00321,0.49276,0.95741,0.38944,0.29741,0.05798
Happiness,0.08069,0.46353,0.97724,0.61943,0.04508,0.0261
Happiness,0.0371,0.51758,0.99002,0.62051,0.16459,0.11106
Happiness,0.0246,0.54079,0.90381,0.01622,0.0251,0.01123
Happiness,0.08274,0.44297,0.94079,0.82093,0.29831,0.09339
Happiness,0.08484,0.50577,0.80568,0.83186,0.19119,0.16235
Happiness,0.15014,0.5386,0.95058,0.9421,0.29909,0.13309
Happiness,0.16746,0.47792,0.93729,0.05073,0.18131,0.01668
Happiness,0.14319,0.51297,0.8424,0.76321,0.15483,0.20115
Happiness,0.14032,0.47984,0.9488,0.29932,0.06096,0.02441
Happiness,0.17068,0.54741,0.99004,0.74596,0.26582,0.29385
Happiness,0.00383,0.43981,0.95104,0.80621,0.24962,0.04533
Happiness,0.12198,0.43456,0.88652,0.49334,0.12881,0.27076
Happiness,0.25283,0.48356,0.90571,0.69586,0.25097,0.2364
Happiness,0.01574,0.42757,0.97836,0.69524,0.00397,0.1309
Happiness,0.03925,0.55189,0.9695,0.55832,0.00815,0.21303
Happiness,0.05283,0.50145,0.87124,0.71088,0.15559,0.05346
Happiness,0.20119,0.42719,0.94023,0.46036,0.01145,0.29686
Happiness,0.0762,0.49307,0.95371,0.11102,0.02027,0.16323
Happiness,0.01197,0.52917,0.89079,0.84826,0.09812,0.08167
Happiness,0.08287,0.55943,0.93856,0.82602,0.03946,0.00862
Happiness,0.14111,0.52635,0.99768,0.60475,0.08003,0.27389
Happiness,0.0841,0.49127,0.97394,0.55879,0.07882,0.25708
Happiness,0.21191,0.55838,0.95443,0.43184,0.28739,0.28586
Happiness,0.03369,0.57723,0.99295,0.8862,0.20696,0.13495
Happiness,0.15101,0.534,0.95676,0.84313,0.24742,0.26521
Happiness,0.11898,0.54745,0.82911,0.59899,0.18749,0.21522
Happiness,0.0083,0.56342,0.95967,0.66917,0.16981,0.20877
Happiness,0.08301,0.55093,0.94255,0.99886,0.27754,0.00124
Happiness,0.01493,0.4845,0.92438,0.80196,0.20468,0.13768
Happiness,0.06686,0.57788,0.95104,0.39404,0.01624,0.20855
Happiness,0.13131,0.52413,0.85643,0.84264,0.26984,0.06447
Happiness,0.00682,0.57991,0.96625,0.696,0.19723,0.24651
Happiness,0.08578,0.49196,0.80423,0.90914,0.18605,0.24926
Happiness,0.04933,0.45091,0.86119,0.91137,0.14382,0.04308
Happiness,0.14331,0.43127,0.79478,0.1256,0.19146,0.20375
Happiness,0.02556,0.5386,0.9483,0.89848,0.29103,0.09313
Happiness,0.09999,0.5361,0.86749,0.95801,0.22885,0.17435
Happiness,0.00718,0.54841,0.90663,0.35173,0.23565,0.25039
Happiness,0.02675,0.39633,0.95355,0.5071,0.19691,0.01997
Happiness,0.00462,0.48698,0.98845,0.9896,0.26725,0.27327
Happiness,0.18404,0.41902,0.86267,0.29292,0.03453,0.09621
Happiness,0.10841,0.44315,0.95374,0.72277,0.09482,0.27618
Happiness,0.01992,0.47986,0.98209,0.18525,0.10883,0.23847
Happiness,0.11025,0.49216,0.88682,0.87852,0.294,0.11355
Happiness,0.10221,0.44956,0.85371,0.90575,0.29808,0.22765
Happiness,0.03432,0.53615,0.95839,0.56811,0.00698,0.10061
Happiness,0.00236,0.53869,0.86558,0.86059,0.17864,0.25261
Happiness,0.0449,0.51644,0.91146,0.14089,0.08448,0.29309
Happiness,0.09055,0.43194,0.89758,0.2934,0.21619,0.09589
Happiness,0.02979,0.5156,0.85842,0.897,0.20304,0.12674
Happiness,0.28534,0.49228,0.73173,0.97641,0.13671,0.14506
Happiness,0.00947,0.45251,0.93888,0.77728,0.14657,0.17438
Happiness,0.05439,0.56629,0.87922,0.25826,0.13003,0.00086
Happiness,0.12182,0.51188,0.87755,0.36962,0.10295,0.12595
Happiness,0.00701,0.49779,0.92792,0.29271,0.04345,0.25069
Happiness,0.01926,0.50914,0.80262,0.32353,0.27897,0.29366
Happiness,0.15541,0.49058,0.87933,0.85257,0.23205,0.18628
Happiness,0.01606,0.47318,0.96787,0.37491,0.26219,0.13911
Happiness,0.10787,0.45868,0.92669,0.78931,0.05479,0.19846
Happiness,0.04069,0.4415,0.98207,0.77175,0.04914,0.09281
Happiness,0.01088,0.45253,0.8985,0.77309,0.23004,0.27955
Happiness,0.10665,0.33996,0.97014,0.47864,0.10487,0.19146
Happiness,0.06738,0.57205,0.93106,0.00285,0.13788,0.21977
Happiness,0.07246,0.56168,0.8736,0.7569,0.22237,0.02549
Happiness,0.08414,0.63214,0.92016,0.77033,0.12766,0.1404
Happiness,0.19347,0.56356,0.93532,0.58839,0.27336,0.06805
Happiness,0.02122,0.43224,0.99585,0.69899,0.0651,0.22968
Happiness,0.12519,0.57539,0.90008,0.52889,0.0037,0.08136
Happiness,0.03334,0.5526,0.93993,0.59479,0.07146,0.02547
Happiness,0.07941,0.4784,0.94793,0.5034,0.10976,0.00705
Happiness,0.04303,0.55879,0.98111,0.18591,0.00381,0.12117
Happiness,0.19,0.4215,0.89319,0.3753,0.09816,0.0988
Happiness,0.02863,0.52878,0.94073,0.55765,0.15956,0.21673
Happiness,0.05257,0.59916,0.97652,0.8995,0.27759,0.1912
Happiness,0.10775,0.49734,0.99854,0.62661,0.21914,0.24552
Happiness,0.0152,0.48308,0.97721,0.72563,0.01883,0.27724
Happiness,0.01759,0.50966,0.97273,0.45676,0.06471,0.14434
Happiness,0.10768,0.5087,0.94947,0.8938,0.03827,0.18693
Happiness,0.03391,0.47809,0.93152,0.86075,0.29403,0.23653
Happiness,0.0254,0.44811,0.87872,0.85402,0.27628,0.10233
Happiness,0.19655,0.57622,0.98124,0.59005,0.10343,0.04389
Happiness,0.0132,0.42604,0.9822,0.78634,0.16617,0.21385
Happiness,0.00987,0.43075,0.87953,0.35273,0.07758,0.16952
Happiness,0.06664,0.47057,0.99586,0.57474,0.14237,0.2475
Happiness,0.03625,0.45238,0.79252,0.06894,0.18674,0.28863
Happiness,0.07821,0.63213,0.98259,0.47317,0.25851,0.00389
Happiness,0.12652,0.54183,0.87662,0.40863,0.27944,0.17843
Happiness,0.17544,0.51001,0.96569,0.39143,0.01132,0.26672
Happiness,0.12851,0.49979,0.81831,0.43569,0.17159,0.25554
Happiness,0.16079,0.57578,0.99255,0.66332,0.10211,0.19581
Happiness,0.17087,0.48984,0.79259,0.3321,0.13698,0.15401
Happiness,0.12513,0.54375,0.7565,0.71865,0.15635,0.10799
Happiness,0.0223,0.52582,0.92824,0.07751,0.22544,0.0892
Happiness,0.09751,0.34698,0.88024,0.22211,0.0272,0.25423
Happiness,0.00823,0.49945,0.86589,0.54403,0.28867,0.28904
Happiness,0.10631,0.51586,0.91063,0.09236,0.0964,0.05327
Happiness,0.14081,0.57313,0.94967,0.77324,0.05824,0.05454
Happiness,0.10914,0.46128,0.87039,0.67099,0.25524,0.28978
Happiness,0.0581,0.48608,0.96695,0.74147,0.01149,0.21527
Happiness,0.07221,0.55024,0.88574,0.20425,0.21728,0.14569
Happiness,0.02181,0.40279,0.9345,0.11725,0.0726,0.26956
Happiness,0.07273,0.51345,0.92412,0.59091,0.15108,0.293
Happiness,0.22981,0.44643,0.95511,0.62811,0.00364,0.10678
Happiness,0.01327,0.49409,0.91963,0.6953,0.28116,0.07344
Happiness,0.0882,0.59089,0.98659,0.55989,0.1371,0.20547
Happiness,0.06725,0.44583,0.87309,0.70223,0.10174,0.2203
Happiness,0.01985,0.55909,0.9225,0.96164,0.20957,0.11225
Happiness,0.15506,0.48421,0.81213,0.66546,0.07832,0.23181
Happiness,0.0776,0.46299,0.97424,0.54444,0.11231,0.23445
Happiness,0.13906,0.57212,0.9604,0.00812,0.2936,0.14641
Happiness,0.0188,0.54688,0.90053,0.59703,0.17209,0.21739
Happiness,0.1094,0.54228,0.92504,0.9132,0.01115,0.15902
Happiness,0.08555,0.40907,0.71316,0.51175,0.20403,0.00428
Happiness,0.04578,0.51936,0.99439,0.53538,0.12145,0.16418
Happiness,0.05908,0.52979,0.88897,0.34155,0.08838,0.26884
Happiness,0.06214,0.53933,0.93382,0.71431,0.00461,0.1378
Happiness,0.12818,0.45714,0.96389,0.54893,0.26562,0.18275
Happiness,0.07602,0.44341,0.97947,0.09201,0.12125,0.20417
Happiness,0.13598,0.57679,0.94442,0.53128,0.24488,0.15
Happiness,0.02237,0.57502,0.93357,0.85044,0.05886,0.25334
Happiness,0.01161,0.4264,0.8003,0.70844,0.19436,0.28901
Happiness,0.00515,0.46334,0.98388,0.77813,0.2327,0.15239
Happiness,0.07455,0.60299,0.99054,0.83495,0.08227,0.16567
Happiness,0.27542,0.60971,0.96527,0.95874,0.2865,0.06889
Happiness,0.07534,0.53318,0.88236,0.27556,0.15197,0.19468
Happiness,0.00785,0.49395,0.99071,0.52992,0.10555,0.01587
Happiness,0.09848,0.44635,0.9528,0.5,0.02993,0.07907
Happiness,0.02742,0.47961,0.87759,0.25448,0.00148,0.16624
Happiness,0.13578,0.46711,0.84241,0.73629,0.22136,0.0261
Happiness,0.14999,0.45942,0.90043,0.111,0.1939,0.16476
Happiness,0.15401,0.57501,0.96659,0.47533,0.04518,0.2383
Happiness,0.13885,0.55505,0.91664,0.28727,0.08107,0.16487
Happiness,0.09928,0.45348,0.91793,0.74823,0.0692,0.16063
Happiness,0.06538,0.45632,0.84766,0.69653,0.28552,0.26553
Happiness,0.18835,0.3579,0.85952,0.57338,0.03219,0.00508
Happiness,0.00409,0.58253,0.97957,0.05265,0.08036,0.16938
Happiness,0.28354,0.44698,0.98895,0.16172,0.29648,0.12451
Happiness,0.10188,0.53191,0.95966,0.22556,0.06957,0.06899
Happiness,0.08731,0.56495,0.90205,0.54448,0.09506,0.2322
Happiness,0.12831,0.48823,0.99562,0.51322,0.10705,0.13907
Happiness,0.04923,0.47671,0.95806,0.47845,0.1887,0.18093
Happiness,0.00965,0.50987,0.94675,0.88526,0.28239,0.08571
Happiness,0.00746,0.45006,0.88779,0.71162,0.1457,0.06329
Happiness,0.1032,0.53844,0.91013,0.93428,0.26066,0.0854
Happiness,0.13064,0.51222,0.91128,0.29888,0.04247,0.0369
Happiness,0.0382,0.56072,0.94203,0.05715,0.01759,0.17073
Happiness,0.00544,0.54428,0.97258,0.59237,0.25157,0.16688
Happiness,0.00784,0.49187,0.98017,0.31143,0.28114,0.07228
Happiness,0.00613,0.45217,0.98022,0.74398,0.14499,0.25711
Happiness,0.07872,0.46042,0.81778,0.68638,0.15075,0.14324
Happiness,0.12187,0.54896,0.83728,0.10456,0.18052,0.03713
Happiness,0.24254,0.48821,0.87713,0.05284,0.03519,0.07676
Happiness,0.14217,0.45629,0.90265,0.57872,0.1661,0.24296
Happiness,0.14966,0.53693,0.90878,0.32084,0.14046,0.2002
Happiness,0.06451,0.55976,0.891,0.55569,0.14362,0.06429
Happiness,0.09733,0.4616,0.93836,0.87677,0.21892,0.06977
Happiness,0.10585,0.51893,0.96033,0.2073,0.13431,0.21949
Happiness,0.01755,0.48786,0.91127,0.50484,0.168,0.01657
Happiness,0.25087,0.47433,0.95804,0.8733,0.0391,0.1033
Happiness,0.05806,0.57786,0.97847,0.7159,0.23082,0.25192
Happiness,0.05427,0.51684,0.91067,0.6207,0.18419,0.19096
Happiness,0.04545,0.47754,0.81103,0.46546,0.04588,0.26179
Happiness,0.09361,0.46218,0.98584,0.29123,0.04253,0.24287
Happiness,0.24386,0.47705,0.88439,0.51,0.23379,0.23673
Happiness,0.12449,0.44036,0.83349,0.90977,0.2111,0.15378
Happiness,0.06255,0.53259,0.89154,0.29511,0.15577,0.12736
Happiness,0.05371,0.45114,0.96661,0.89303,0.24198,0.14621
Happiness,0.20265,0.49751,0.95752,0.51358,0.02968,0.11715
Happiness,0.01217,0.56742,0.93567,0.74723,0.2319,0.06698
Happiness,0.0601,0.54782,0.76374,0.22767,0.01512,0.21485
Happiness,0.13381,0.54803,0.78591,0.64928,0.07067,0.17007
Happiness,0.00401,0.48609,0.92433,0.15535,0.01861,0.23241
Happiness,0.08899,0.47503,0.9982,0.68924,0.00338,0.00023
Happiness,0.11053,0.54075,0.94671,0.99329,0.28728,0.09793
Happiness,0.0962,0.42519,0.96356,0.50279,0.21672,0.13233
Happiness,0.15575,0.44291,0.89239,0.48506,0.04408,0.05183
Happiness,0.01372,0.61,0.95388,0.83134,0.00165,0.13627
Happiness,0.02935,0.58662,0.92473,0.51382,0.29134,0.09208
Happiness,0.09605,0.48385,0.88202,0.74141,0.09575,0.13523
Happiness,0.02667,0.6197,0.85286,0.30573,0.02924,0.09133
Happiness,0.02949,0.48265,0.96105,0.65334,0.01002,0.019
Happiness,0.10383,0.59164,0.93841,0.85985,0.28378,0.1152
Happiness,0.03524,0.47009,0.87264,0.17627,0.24801,0.20344
Happiness,0.11427,0.56515,0.78039,0.25763,0.07227,0.08065
Happiness,0.08312,0.49081,0.95077,0.75276,0.00416,0.11553
Happiness,0.27441,0.55261,0.92178,0.3343,0.26957,0.19885
Happiness,0.10072,0.59643,0.99893,0.13466,0.06691,0.11538
Happiness,0.07497,0.50564,0.99953,0.90662,0.27292,0.0197
Happiness,0.01414,0.52305,0.90704,0.02079,0.20346,0.17859
Happiness,0.0499,0.40531,0.94334,0.92155,0.24845,0.01518
Happiness,0.04529,0.55689,0.76448,0.75406,0.08857,0.21982
Happiness,0.0531,0.51792,0.92837,0.70007,0.10886,0.15754
Happiness,0.00793,0.37599,0.98447,0.67367,0.15505,0.14156
Happiness,0.06449,0.47361,0.97073,0.60859,0.26193,0.03633
Happiness,0.33431,0.46248,0.90567,0.19906,0.21543,0.22109
Happiness,0.05325,0.51126,0.98542,0.56451,0.05287,0.20592
Happiness,0.04368,0.51324,0.95302,0.50098,0.09458,0.14958
Happiness,0.24599,0.55062,0.98682,0.34455,0.03093,0.29487
Happiness,0.01606,0.52827,0.97899,0.31844,0.01921,0.09267
Happiness,0.11905,0.44194,0.95266,0.11694,0.13395,0.23992
Happiness,0.10758,0.4958,0.91248,0.3923,0.00686,0.03996
Happiness,0.09458,0.51873,0.83063,0.49387,0.01302,0.27478
Happiness,0.03107,0.56135,0.77982,0.53887,0.24436,0.04961
Happiness,0.10044,0.53588,0.87418,0.92891,0.03047,0.19294
Happiness,0.09348,0.43703,0.92115,0.00944,0.05467,0.13216
Happiness,0.06259,0.55787,0.85664,0.29618,0.28828,0.10809
Happiness,0.01184,0.53481,0.87972,0.60529,0.04706,0.26223
Happiness,0.13944,0.49305,0.91704,0.5037,0.00234,0.23011
Happiness,0.10826,0.55579,0.98659,0.83015,0.00146,0.06241
Happiness,0.00046,0.55068,0.99522,0.49587,0.13174,0.15185
Happiness,0.06598,0.51204,0.86056,0.88181,0.26886,0.19217
Happiness,0.03792,0.405,0.98666,0.8906,0.22075,0.29617
Happiness,0.06775,0.49984,0.93204,0.59554,0.22769,0.04899
Happiness,0.09162,0.49961,0.95831,0.88193,0.16689,0.13744
Happiness,0.21261,0.51642,0.93569,0.81244,0.01474,0.0215
Happiness,0.03423,0.50417,0.95996,0.31246,0.12974,0.11479
Happiness,0.00099,0.55785,0.97058,0.66828,0.17507,0.12356
Happiness,0.13914,0.55128,0.99945,0.30481,0.11584,0.201
Happiness,0.0174,0.49186,0.97935,0.45967,0.16696,0.05417
Happiness,0.01443,0.61319,0.9794,0.00101,0.00062,0.27322
Happiness,0.03425,0.58307,0.88702,0.74558,0.13033,0.21801
Happiness,0.02173,0.48607,0.86317,0.43254,0.14593,0.24821
Happiness,0.04343,0.50718,0.75242,0.67817,0.26654,0.18587
Happiness,0.01884,0.49483,0.86187,0.42104,0.15249,0.19262
Happiness,0.03334,0.50106,0.99136,0.84109,0.13565,0.00424
Happiness,0.10338,0.52105,0.91969,0.24647,0.09386,0.26441
Happiness,0.08503,0.52426,0.86961,0.42726,0.27998,0.14388
Happiness,0.07232,0.44192,0.94904,0.34346,0.1947,0.11344
Happiness,0.23024,0.45039,0.86557,0.577,0.03514,0.28444
Happiness,0.13336,0.35491,0.91292,0.65335,0.18778,0.20045
Happiness,0.02992,0.45731,0.90575,0.96436,0.17904,0.23795
Happiness,0.12148,0.48195,0.87073,0.27912,0.07611,0.16608
Happiness,0.02291,0.47702,0.99811,0.41442,0.19077,0.27538
Happiness,0.06281,0.4623,0.92598,0.1174,0.28912,0.27506
Happiness,0.06904,0.47027,0.92854,0.69691,0.26123,0.13593
Happiness,0.07456,0.43956,0.99134,0.43449,0.21641,0.2048
Happiness,0.04947,0.45215,0.81948,0.10045,0.05708,0.24188
Happiness,0.05066,0.45501,0.78423,0.22826,0.10647,0.09797
Happiness,0.02953,0.50526,0.9719,0.58135,0.1042,0.19039
Happiness,0.08624,0.43911,0.93772,0.04188,0.15996,0.17738
Happiness,0.04283,0.36671,0.99804,0.92982,0.03014,0.1397
Happiness,0.0425,0.4822,0.92884,0.67167,0.08766,0.25692
Happiness,0.17785,0.51426,0.95001,0.44627,0.0348,0.05565
Happiness,0.01939,0.45242,0.87266,0.48892,0.21266,0.03894
Happiness,0.01348,0.56059,0.96374,0.99776,0.19679,0.27239
Happiness,0.01302,0.37306,0.99421,0.06139,0.0718,0.29519
Happiness,0.05432,0.58203,0.82217,0.28301,0.12378,0.19999
Happiness,0.1629,0.46702,0.90961,0.64972,0.0145,0.02433
Happiness,0.0552,0.53846,0.95985,0.99326,0.1215,0.22128
Happiness,0.04632,0.49081,0.85384,0.2581,0.08848,0.03966
Happiness,0.02987,0.52102,0.98921,0.79962,0.03259,0.20655
Happiness,0.02082,0.47899,0.91392,0.89977,0.22141,0.01712
Happiness,0.15259,0.51171,0.96041,0.74701,0.21384,0.16153
Happiness,0.12344,0.46751,0.9762,0.51691,0.05177,0.06392
Happiness,0.00387,0.55018,0.83112,0.14084,0.06964,0.22836
Happiness,0.07181,0.42961,0.88037,0.16497,0.04564,0.23894
Happiness,0.09671,0.47998,0.97079,0.63742,0.06837,0.21099
Happiness,0.0115,0.43772,0.90935,0.93372,0.10254,0.08753
Happiness,0.06768,0.4795,0.94205,0.35965,0.13996,0.13356
Happiness,0.17525,0.49848,0.93124,0.64834,0.19856,0.0124
Happiness,0.10541,0.47751,0.77842,0.86749,0.17265,0.1818
Happiness,0.07293,0.42431,0.99077,0.74562,0.23039,0.13541
Happiness,0.17238,0.55846,0.97877,0.7473,0.22562,0.14506
Happiness,0.20405,0.52374,0.95263,0.65681,0.16969,0.04751
Happiness,0.14887,0.59453,0.90222,0.69441,0.11574,0.28724
Happiness,0.05144,0.43958,0.85547,0.55419,0.15843,0.28367
Happiness,0.08442,0.49817,0.92724,0.78107,0.04845,0.23223
Happiness,0.11153,0.5922,0.91715,0.39189,0.10307,0.07585
Happiness,0.04652,0.48341,0.92381,0.63245,0.25769,0.19614
Happiness,0.06915,0.46185,0.94456,0.22073,0.29934,0.17479
Happiness,0.0306,0.54717,0.98393,0.77954,0.07229,0.20803
Happiness,0.19876,0.53669,0.91039,0.08477,0.10943,0.13348
Happiness,0.10243,0.52466,0.99937,0.37697,0.03463,0.23231
Happiness,0.14116,0.49142,0.91849,0.60927,0.16024,0.246
Happiness,0.00771,0.45307,0.99463,0.46087,0.17911,0.05384
Happiness,0.01994,0.57218,0.99202,0.32601,0.2146,0.26278
Happiness,0.05468,0.40742,0.95975,0.09146,0.21055,0.13893
Happiness,0.09662,0.53379,0.96095,0.36771,0.155,0.26291
Happiness,0.07104,0.54165,0.99044,0.33747,0.27941,0.16519
Happiness,0.03017,0.50668,0.80462,0.36707,0.20233,0.19768
Happiness,0.03742,0.59637,0.97944,0.02233,0.20737,0.2376
Happiness,0.05884,0.42444,0.99807,0.67824,0.22375,0.2599
Happiness,0.11476,0.41324,0.94299,0.72522,0.10855,0.25858
Happiness,0.15535,0.48606,0.93526,0.25839,0.03065,0.27631
Happiness,0.04309,0.42033,0.89778,0.43498,0.2832,0.15077
Happiness,0.00412,0.46427,0.97488,0.94233,0.27592,0.02866
Happiness,0.02706,0.47656,0.97659,0.81036,0.11984,0.21696
Happiness,0.01607,0.55301,0.98739,0.42398,0.23177,0.24372
Happiness,0.26545,0.56165,0.90083,0.56753,0.22422,0.1652
Happiness,0.01493,0.49923,0.94422,0.70395,0.11444,0.22533
Happiness,0.08731,0.50427,0.90273,0.41553,0.29875,0.26186
Happiness,0.06849,0.454,0.98252,0.95721,0.11147,0.00512
Happiness,0.09827,0.49883,0.8623,0.8642,0.01809,0.25987
Happiness,0.05417,0.50907,0.95467,0.88007,0.08954,0.12754
Happiness,0.05983,0.55344,0.95137,0.89763,0.05231,0.16119
Happiness,0.02133,0.48916,0.98276,0.82678,0.25435,0.01388
Happiness,0.01012,0.47666,0.99931,0.08932,0.2236,0.21179
Happiness,0.1616,0.46534,0.91269,0.78532,0.23119,0.08699
Happiness,0.08285,0.49333,0.98677,0.78999,0.12518,0.1552
Happiness,0.07763,0.58585,0.9282,0.41231,0.08346,0.2291
Happiness,0.20257,0.43546,0.93739,0.6903,0.07914,0.0503
Happiness,0.13305,0.41442,0.89886,0.70791,0.1907,0.21179
Happiness,0.0659,0.46584,0.87231,0.47419,0.19418,0.05194
Happiness,0.08157,0.57134,0.99186,0.51489,0.03359,0.20641
Happiness,0.08681,0.54014,0.81838,0.14723,0.05603,0.07814
Happiness,0.0829,0.41164,0.90726,0.83544,0.16279,0.07337
Happiness,0.05431,0.59379,0.93968,0.99023,0.2472,0.05677
Happiness,0.11291,0.60435,0.95279,0.0914,0.27607,0.16416
Happiness,0.01072,0.50493,0.93923,0.84011,0.07788,0.14679
Happiness,0.07776,0.55083,0.89045,0.13918,0.051,0.23646
Happiness,0.17001,0.5334,0.96631,0.25911,0.28754,0.1953
Happiness,0.06416,0.53105,0.90773,0.94732,0.25397,0.15809
Happiness,0.09444,0.55594,0.95734,0.03331,0.28377,0.10751
Happiness,0.26524,0.56622,0.98518,0.95511,0.07447,0.12688
Happiness,0.04448,0.45939,0.75372,0.11903,0.05899,0.00048
Happiness,0.08126,0.51508,0.98148,0.43257,0.13454,0.2481
Happiness,0.01481,0.49131,0.88495,0.58081,0.18942,0.05291
Happiness,0.09875,0.36563,0.86993,0.46452,0.01987,0.28575
Happiness,0.00934,0.54902,0.98347,0.0462,0.01475,0.00329
Happiness,0.04372,0.51278,0.88284,0.17797,0.11961,0.10508
Happiness,0.09511,0.53012,0.94691,0.48314,0.0098,0.27575
Happiness,0.20397,0.60357,0.86733,0.08843,0.14281,0.06195
Happiness,0.07911,0.48603,0.98516,0.82081,0.12271,0.06521
Happiness,0.15373,0.52101,0.8582,0.73952,0.10535,0.00619
Happiness,0.10035,0.50175,0.87967,0.84146,0.11771,0.14185
Happiness,0.08061,0.48894,0.98327,0.18842,0.01515,0.0972
Happiness,0.01079,0.49075,0.84518,0.65091,0.02812,0.10442
Happiness,0.08764,0.54044,0.9062,0.85191,0.04779,0.04375
Happiness,0.11737,0.47119,0.9623,0.45826,0.00026,0.04398
Happiness,0.02936,0.46878,0.93519,0.86396,0.13625,0.1699
Happiness,0.0058,0.46669,0.89306,0.45514,0.17455,0.22024
Happiness,0.05866,0.45405,0.98169,0.58089,0.18315,0.14509
Happiness,0.01646,0.39739,0.9834,0.75837,0.07152,0.0514
Happiness,0.0227,0.49296,0.98067,0.26909,0.14977,0.09639
Happiness,0.11043,0.48318,0.96439,0.7472,0.15957,0.27769
Happiness,0.10101,0.4521,0.79672,0.5413,0.03543,0.1827
Happiness,0.12653,0.52874,0.88732,0.67651,0.07763,0.13945
Happiness,0.01052,0.52652,0.89966,0.4488,0.19309,0.16592
Happiness,0.12334,0.513,0.89255,0.47191,0.28285,0.29963
Happiness,0.05773,0.4608,0.8738,0.75844,0.03173,0.11005
Happiness,0.04339,0.40417,0.9467,0.45631,0.27393,0.10189
Happiness,0.02674,0.56459,0.98656,0.17586,0.21074,0.15048
Happiness,0.12692,0.61734,0.81997,0.40966,0.03903,0.1362
Happiness,0.03433,0.55615,0.92955,0.69867,0.02138,0.04837
Happiness,0.04439,0.48017,0.93654,0.65584,0.24363,0.20487
Happiness,0.08124,0.51972,0.99466,0.96927,0.08054,0.17175
Happiness,0.07493,0.48466,0.84064,0.65684,0.24838,0.11916
Happiness,0.11226,0.55383,0.94282,0.74845,0.17866,0.03262
Happiness,0.01944,0.5234,0.73241,0.5457,0.05801,0.0671
Happiness,0.03982,0.51024,0.94277,0.06896,0.22266,0.20195
Happiness,0.02188,0.43649,0.89826,0.68454,0.17786,0.16812
Happiness,0.02097,0.56308,0.70273,0.3068,0.17444,0.14944
Happiness,0.00484,0.48349,0.87202,0.28523,0.04332,0.02327
Happiness,0.10702,0.54644,0.76137,0.30606,0.1261,0.21847
Happiness,0.01183,0.47633,0.7957,0.76169,0.21458,0.24369
Happiness,0.04607,0.42762,0.95342,0.97449,0.04088,0.16145
Happiness,0.08117,0.49453,0.95254,0.26217,0.18025,0.16726
Happiness,0.05514,0.54758,0.83338,0.56646,0.07297,0.2733
Happiness,0.02518,0.46261,0.96103,0.51659,0.03287,0.09355
Happiness,0.17469,0.52382,0.91877,0.37153,0.20253,0.1736
Happiness,0.03844,0.53959,0.91372,0.09259,0.15816,0.21727
Happiness,0.06762,0.60936,0.9785,0.75121,0.24631,0.07219
Happiness,0.1474,0.53074,0.96799,0.32944,0.03198,0.10598
Happiness,0.11394,0.45922,0.93854,0.72775,0.09195,0.11511
Happiness,0.13355,0.41738,0.86665,0.67817,0.29815,0.27321
Happiness,0.00083,0.54895,0.94469,0.20838,0.28985,0.07146
Happiness,0.07062,0.51446,0.98864,0.33823,0.17907,0.23714
Happiness,0.13141,0.49828,0.9921,0.65434,0.17736,0.03985
Happiness,0.03663,0.50248,0.71705,0.86158,0.12293,0.21536
Happiness,0.08098,0.48175,0.96226,0.18034,0.04378,0.03612
Happiness,0.21841,0.59301,0.95554,0.59657,0.12416,0.1109
Happiness,0.0905,0.57651,0.96031,0.30291,0.2103,0.12382
Happiness,0.05468,0.50115,0.87128,0.55752,0.05767,0.0505
Happiness,0.00736,0.53856,0.91927,0.92175,0.07082,0.12131
Happiness,0.0134,0.44573,0.94511,0.06054,0.26402,0.11583
Happiness,0.08543,0.49684,0.94406,0.96188,0.12193,0.01468
Happiness,0.15454,0.54905,0.91976,0.46326,0.06885,0.25012
Happiness,0.10425,0.53472,0.8892,0.53594,0.22768,0.09193
Joy,0.95993,0.99799,0.94796,0.88826,0.28684,0.16216
Joy,0.81721,0.92818,0.99156,0.88128,0.13884,0.13435
Joy,0.98993,0.90557,0.95209,0.16837,0.2737,0.22743
Joy,0.93889,0.97463,0.98528,0.9905,0.15481,0.02299
Joy,0.99732,0.99261,0.92786,0.93363,0.23223,0.02128
Joy,0.86056,0.83745,0.93947,0.37597,0.19894,0.00981
Joy,0.98717,0.89824,0.9239,0.38062,0.29809,0.26952
Joy,0.8321,0.90831,0.97407,0.00574,0.14958,0.12707
